,movie_title,content_rating,genres,directors,authors,actors,original_release_date,runtime,production_company,tomatometer_rating,tomatometer_count,audience_rating,audience_count,meta_score,summary,combo_score,rating_diff
329,The Man Who Knew Infinity,PG-13,"Art House & International, Drama",Matt Brown,Matt Brown,"Dev Patel, Jeremy Irons, Stephen Fry, Toby Jones, Jeremy Northam, Kevin McNally, Devika Bhise, Enzo Cilenti, Anthony Calf, Alexander Cooper, Shazad Latif, Richard Johnson, Padraic Delaney, Roman Green, Nicholas Agnew, Eleanor Inglis, Roger Narayan, Richard Cunningham, Alan Bentley, Elaine Caulfield, Arthur Wilde, Devlin Lloyd, Pat Carney, Dominic Cazenove, David Shaw Parker, Shenagh Govan, James Thomas Scott, James Francis Andrews, Thomas Bewley, Alex Bartram, Imogen Sage, Alexander Forsyth, Pip Barclay, Jon Lawes, Jack Philips, Adam Nicholas Patrick Hodge",4/29/2016,114,Edward R. Pressman Film Corporation,63,129,71,10920,56,"Based on the untold story of one of the greatest minds of his generation, The Man Who Knew Infinity charts the incredible life of Srinivasa Ramanujan (Dev Patel), whose genius for mathematics takes him from the slums of India to Cambridge University in the early 20th-century. Spurred on by his mentor G. H. Hardy (Jeremy Irons), Ramanujan overcomes racism and the rigidity of academia to revolutionize the field with his startlingly original theorems, which he attributes to divine inspiration. [IFC Films]",59.5,11.5
330,The Meddler,PG-13,"Comedy, Drama",Lorene Scafaria,Lorene Scafaria,"Susan Sarandon, Rose Byrne, JK Simmons, Jerrod Carmichael, Cecily Strong, Lucy Punch, Michael McKean, Jason Ritter, Sarah Baker, Casey Wilson, Amy Landecker, Billy Magnussen, Megalyn Echikunwoke, Jo Jordan, Lou Volpe, Tony Amendola, Robert Picardo, Irina Maleeva, Shiri Appleby, Harry Hamlin, Laura San Giacomo, Rebecca Drysdale, Randall Park, Bill Fagerbakke, Marques Ray, Roger Aaron Brown, Corey Reynolds, Jae Suh Park",4/22/2016,100,Anonymous Content,85,143,56,9246,68,"With a new iPhone, an apartment near the Grove, and a comfortable bank account left to her by her beloved late husband, Marnie Minervini (Susan Sarandon) has happily relocated from New Jersey to LosAngeles to be near her daughter Lori (Rose Byrne), a successful (but still single) screenwriter, and smother her with motherly love. But when the dozens of texts, unexpected visits, and conversations dominated by unsolicited advice force Lori to draw strict personal boundaries, Marnie finds ways to channel her eternal optimism and forceful generosity to change the lives of others  as well as her own  and find a new purpose in life.",76.5,-20.5
331,The Mind's Eye,NR,"Action & Adventure, Horror",Joe Begos,Joe Begos,"Graham Skipper, Lauren Ashley Carter, John Speredakos, Noah Segan, Larry Fessenden, Matt Mercer, Michael A LoCicero, Jeremy Gardner, Patrick Walsh, Brian Morvant, Josh Ethier, Susan T Travers, Chuck Doherty, Jesse Dufault, Graham Reznick",8/5/2016,87,Channel 83 Films,62,26,35,293,55,"Zack Connors and Rachel Meadows were born with incredible psychokinetic capabilities. When word of their supernatural talents gets out, they find themselves the prisoners of Michael Slovak, a deranged doctor intent on harvesting their powers. After a daring escape, they are free from his sinister institution, but the corrupt doctor will stop at nothing to track them down so that he may continue to siphon their gifts for his own use. [RLJ Entertainment]",58.5,-23.5
332,The Monster,R,"Drama, Horror",Bryan Bertino,Bryan Bertino,"Zoe Kazan, Scott Speedman, Ella Ballentine, Aaron Douglas, Chris Webb, Christine Ebadi",11/11/2016,91,A24 and DIRECTV,81,48,40,4844,69,"A divorced mother (Zoe Kazan) and her headstrong daughter must make an emergency late night road trip to see the girls father.  As they drive through deserted country roads on a stormy night, they suddenly have a startling collision that leaves them shaken but not seriously hurt.  Their car, however, is dead, and as they try in vain to get help, they come to realize they are not alone on these desolate backroads - a terrifying evil is lurking in the surrounding woods, intent on never letting them leave. [A24]",75,-35
333,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,PG-13,Documentary,Morgan Neville,,"YoYo Ma, Cristina Pato, Wu Man, Kinan Azmeh, Kinan Azmeh, Kayhan Kalhor",6/10/2016,96,Tremolo Productions,84,57,84,2272,70,"Over the past 16 years, an extraordinary group of musicians has come together to celebrate the universal power of music. Named for the ancient trade route linking Asia, Africa and Europe, The Silk Road Ensemble, an international collective created by acclaimed cellist Yo-Yo Ma, exemplifies musics ability to blur geographical boundaries, blend disparate cultures and inspire hope for both artists and audiences.
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble follows an ever-changing lineup of performers drawn from the ensembles more than 50 instrumentalists, vocalists, composers, arrangers, visual artists and storytellers as they gather in locations across the world, exploring the ways art can both preserve traditions and shape cultural evolution.",77,7
334,The Neon Demon,R,Horror,Nicolas Winding Refn,"Nicolas Winding Refn, Mary Laws, Polly Stenham","Elle Fanning, Jena Malone, Keanu Reeves, Christina Hendricks, Abbey Lee, Desmond Harrington, Karl Glusman, Bella Heathcote, Charles Baker II, Alessandro Nivola, Cody Cameron, Chris Muto",6/24/2016,117,Space Rocket Nation,59,254,51,9104,51,"When aspiring model Jesse (Elle Fanning) moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",55,-4
335,The Nice Guys,R,"Comedy, Drama",Shane Black,"Shane Black, Anthony Bagarozzi","Russell Crowe, Ryan Gosling, Angourie Rice, Margaret Qualley, Yaya DaCosta, Keith David, Beau Knapp, Lois Smith, Matt Bomer, Murielle Telio, Gil Gerard, Daisy Tahan, Kim Basinger, Jack Kilmer, Ty Simpkins, Lance Valentine Butler, Cayla Brady, Tammi Arender, Rebecca Rusk, Terrence Rosemore, Michelle Rivera, Amy Goddard, Joanne Spracklen, Greg Lindsay, Maddie Compton, J Todd Anderson, Meredith Ann Berg, Ward Roberts, Ryan Powers, Lauren Bair, Zarah Kulczycki, Hana Yuka Sano, Rachele Brooke Smith, Milo Wesley, Matthew Warzel, Angie Everhart, Yvonne Zima, Lexi Johnson, Gary Weeks, Charles Green, Gary Wolf, Hannibal Buress, Steve Wilder, Michael Beasley, Dominic Bagarozzi, Frank Mottek, Nathan Scott, Lauren Marini, Yuka Sano, Marvin Ross, Adriana Karras, Marilyn Chen, Jordan Hairston, Josh Hoover, Chloe Hurst, Garrett Carpenter, Hank Quillen, Carson Meyer, John L Morris, Karrueche Tran",5/20/2016,116,Warner Bros. Pictures,92,313,79,56220,70,"In 1970s Los Angeles, down-on-his-luck private eye Holland March (Ryan Gosling) and hired enforcer Jackson Healy (Russell Crowe) must work together to solve the case of a missing girl and the seemingly unrelated death of a porn star. During their investigation, they uncover a shocking conspiracy that reaches up to the highest circles of power.",81,-2
336,The Ones Below,R,"Art House & International, Mystery & Suspense",David Farr,David Farr,"David Morrissey, Stephen Campbell Moore, Laura Birn, Clmence Posy, Deborah Findlay, Jonathan Harden, Franc Ashman, Sam Pamphilon, Anna Madeley, Sarah Malin, Stephen Campbell Moore, Christos Lawton, Stephanie Jacob",5/27/2016,87,BBC Films,76,49,47,4232,63,"Eagerly awaiting their first child, a young couple in a tiny London suburb become involved in a psychological battle of wills with the tenants in the apartment downstairs.",69.5,-22.5
337,The Other Side of the Door,R,"Horror, Mystery & Suspense",Johannes Roberts,"Johannes Roberts, Ernest Riera","Sarah Wayne Callies, Jeremy Sisto, Sofia Rosinsky, Logan Creran, Suchitra Pillai, Javier Botet, Shoa Hussain, Mishti Bangera, Amarjeet Singh, Ashok Choudhary, Vijay Saini, Vijay Gupta, Rahil Gilani, Manoj, Anup Kumar Sharma, Manoj Prajapati, Avinaash Razdan, Vijay Jadhav, Binod Kumar Saha, RN Shukla, Tulasi Prajapati",3/4/2016,96,,35,37,29,4060,41,"A family lives an idyllic existence abroad until a tragic accident takes the life of their young son. The inconsolable mother learns of an ancient ritual that will bring him back to say a final goodbye. She travels to an ancient temple, where a door serves as a mysterious portal between two worlds. But when she disobeys a sacred warning to never open that door, she upsets the balance between life and death.",38,-9
338,The Perfect Match,R,Comedy,Bille Woodruff,"Brandon Broussard, Dana Verde, Gary Hardwick","Terrence Jenkins, Cassie Ventura, Paula Patton, Donald Faison, Kali Hawk, Joe Pantoliano, Lauren London, Brandy Norwood, Dascha Polanco, Robert Christopher Riley, French Montana, Robin Givens, Casper Smart, Draya Michele, Chantel Jeffries, Timothy DeLaGhetto, Layla Jama, Steven Daniel Brun, Bria Murphy, John Nania, Anzu Lawson, Jessica White, Kevin Michael Walsh, John Nolan, Candice Craig, Pierre Abena, Eugena Washington, Neville White, Janelle Froehlich, LaToya Tonodeo, Janelle Froelich, Jillian Easton, Kristi Ellingsworth, Jana Savage, Christine Bently, B R Lamar, Krystal Harris, Roy Sly Jones, Jr, Raynald LaRochelle",3/11/2016,96,Jorva Entertainment Productions,22,18,44,4151,41,"Charlie (Terrence Jenkins) is a playboy who's convinced that relationships are dead. His two best friends, Rick (Donald Faison) and Victor (Robert C. Riley), bet him that if he sticks to one woman for one month, he's bound to get attached. Charlie denies this until he crosses paths with the beautiful and mysterious Eva (Cassie). They may agree to a casual affair, but eventually Charlie is questioning whether he may actually want more.",31.5,12.5
339,The Phenom,NR,Drama,Noah Buschel,Noah Buschel,"Johnny Simmons, Ethan Hawke, Paul Giamatti, Alison Elliott, Yul Vzquez, Paul Adelstein, Louisa Krause, Elizabeth Marvel, Marin Ireland, Sophie Kennedy Clark, John Ventimiglia, Frank Wood, Melissa LeEllen, Ruben Vidal, Emily Fleischer, Meg Gibson, Steven Marcus, Walter Hendrix, III, BreeAnna Marie, Dann Fink, Niesha Butler, Billy James, Jacob Roberson, Chameria Law, Joseph Geoffroy II, Michael Preziosi, Journey Smith, Ashlee Miller, Yoel Kanchelov, Aaron Judlowe, Evans Griffin, Tonya Baines, Valerie Martin, JA Geoffroy",6/24/2016,90,Bron Capital Partners,79,47,38,738,66,"When major-league rookie pitcher Hopper Gibson (Johnny Simmons) can't find the plate, he's sent down to the minor leagues and begins sessions with an unorthodox sports psychologist (Paul Giamatti). In the process, hidden conflicts with his overbearing father (Ethan Hawke) are brought to light. ",72.5,-34.5
340,The President,PG-13,"Art House & International, Drama",Mohsen Makhmalbaf,"Mohsen Makhmalbaf, Marziyeh Meshkiny","Mikheil Gomiashvili, Dachi Orvelashvili, Guja Burduli, Ia Sukhitashvili, Zura Begalishvili, Lasha Ramishvili, Soso Khvedelidze, Misha Gomlashvilli, Dato Beshitalshvilli",6/3/2016,118,Corinth Films,84,25,69,586,67,"The President and his family rule the land with a draconian fist, enjoying a privileged and luxurious existence at the expense of his miserable and oppressed subjects. After a coup dtat uproots his position of power, the Presidents wife and daughters are flown out of the country as he stays behind with his grandson, who is too young to grasp the unfolding events. After his personal escort and bodyguards turn on him, he is forced to disguise himself and flee into the countryside to avoid capture. He soon learns that he is now the countrys most wanted fugitive and begins a perilous journey with his grandson, his only ally. Posing as street musicians, the pair blend in with a band of haggard political prisoners just released from jail as they travel towards the coast to an awaiting ship that will take them to safety.",75.5,-6.5
341,The Program,R,Drama,Stephen Frears,"John Hodge, Stephen Frears","Ben Foster, Jesse Plemons, Chris ODowd, Dustin Hoffman, Lee Pace, Guillaume Canet, Denis Mnochet, Laura Donnelly, Elaine Cassidy, JD Evermore, Sam Hoare, Chik Okonkwo, Daniel Stewart, Ancuta Breaban, Jorge Leon Martinez, Barrie Martin, Todd Terry, Jay Moses, John Schwab, Nathan Wiley, Christy Meyers, JD Rothround, Alex Dobrenko, Guy Potter, Lasco Atkins, Hugh Obrien, David G Robinson, Lesa Thurman, James Harkness, Nicolas Robin, Alexander Bracq, Edward Hogg, Peter Wight, Chris Larkin, Mark Little, Michael G Wilson, Sid Phoenix, Josh OConnor, Saskia Reeves, Chloe Hayward, Adam Le Fevre, Brent Langdon, Julien Vialon, Yves Aubert, Paul Kelleher, Philippe Smolikowski, Lucien Guignard, David Bertrand, Sebastin Gonzlez, Simon Paisley Day, Geoffrey Freshwater, Joseph Cairns, Susan Snyder, Kari Kleiv, Nikos Poursanidis, Maria Teresa Creasey, Shellia Kennedy, Rosa Bursztein, Denton Blane Everett, Greg Dorchak, Ian Knauer, Gary Weekes, Maud Kleszcz Luszczynski, Andreas Klier, Thomas Dekker, Liam Holohan, Yanto Barker, Colton Jarisch, Joan Horrach, Hugh Wilson, Dirk Bellemakers, Kristian House, Servais Knaven, Kevin Hulsmans",3/18/2016,103,Momentum Pictures,62,108,43,3059,53,"The world needs heroes and Lance Armstrong (Ben Foster) was the ultimate sporting hero. Following a gruelling battle with cancer, Lance returned to his cycling career in 1999 more determined than ever and with his sights set firmly on winning the Tour de France. With the help of the infamous Italian physician Michele Ferrari and team director Johan Bruyneel, he developed the most sophisticated doping program in the history of the sport. This program allowed Lance and his American teammates to dominate the world of cycling, winning the Tour an unprecedented seven times. However not everyone believed the fairytale. Sunday Times journalist, David Walsh (Chris O'Dowd), at first charmed by Lances charisma and talent, soon began to question whether the worlds greatest athlete was clean. Walsh sought to unveil the truth, his ensuing battle with Armstrong risked his own career, ostracised him from the cycling community and cost his paper, The Sunday Times, hundreds of thousands in legal costs. But the indefatigable Walsh eventually uncovered the truth when a select few prepared to talk came forward, exposing one of the greatest deceptions of our time. [Momentum Pictures]
",57.5,-14.5
342,The Purge: Election Year,R,"Action & Adventure, Horror, Mystery & Suspense",James DeMonaco,James DeMonaco,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Edwin Hodge, Betty Gabriel, Joseph Julian Soria, Kyle Secor, Liza ColonZayas, Ethan Phillips, Raymond J Barry, Adam Cantor, Christopher James Baker, Jared Kemp, Brittany Mirabile, Naeem Duren, Naheem Garcia, Steven Barkhimer, Tom Kemp, Portland Helmich, Roman Blat, David Aaron Baker, George Lee Miles, Antoine Coetzee, Johnnie Mae, Drew Cooper, Tom Paolino, Emily Petta, Alexander Cook, Juani Feliz, Jamal Peters, Matt Walton, Thomas Rhett Kee, Lonnie Farmer, Christy Coco, Hank Amos, Darcie Fisher, Alexander Schler, Lindsey Pires, Emily Smith, Terry Serpico",7/1/2016,109,Universal Pictures,56,160,48,38342,55,"Its been two years since Leo Barnes (Frank Grillo) stopped himself from a regrettable act of revenge on Purge Night. Now serving as head of security for Senator Charlie Roan (Elizabeth Mitchell), his mission is to protect her in a run for president and survive the annual ritual that targets the poor and innocent. But when a betrayal forces them onto the streets of D.C. on the one night when no help is available, they must stay alive until dawnor both be sacrificed for their sins against the state.",55.5,-7.5
343,The Sea of Trees,PG-13,Drama,Gus Van Sant,Chris Sparling,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Jordan Gavaris, Katie Aselton, James Saito, Hyunri, Susan Garibotto, Anna Friedman, Mark Burzenski, Owen Burke, Richard Levine, Ryoko Seta, Phyllis A Gordon, Ai Yoshihara, Michael Steven Swanson, Jeffrey Corazzini, JT Turner, Steve Dougherty, Joseph Oliveira, Ami Haruna, Charles Van Eman, Jimi Stanton, Simba Dibinga, Joseph Baken, Roy Y Chan",8/26/2016,110,Waypoint Entertainment,17,52,42,2255,23,"Arthur Brennan (Matthew McConaughey), an American professor, travels to Japan in the midst of a personal crisis.  As he wanders through a mysterious forest with a dark past, he experiences flashbacks of his fraught but loving relationship with his wife, Joan (Naomi Watts), and meets an enigmatic stranger, Takumi (Ken Watanabe), who is lost and injured. Arthur devotes himself to saving Takumi and returning him home to safety, and the two embark on a spiritual, life-changing journey of friendship, discovery, and healingone which may ultimately re-connect Arthur with his love for his wife. [A24]",20,22
344,The Seasons in Quincy: Four Portraits of John Berger,NR,Documentary,"Colin MacCabe, Christopher Roth, Bartek Dziadosz, Tilda Swinton","Tilda Swinton, Christopher Roth","John Berger, Tilda Swinton, Colin MacCabe, Christopher Roth, Ken Lerner, Akshi Singh",8/31/2016,90,Derek Jarman Lab,71,24,48,91,56,"The Seasons in Quincy is the result of a five-year project by Tilda Swinton, Colin MacCabe and Christopher Roth to produce a portrait of the intellectual and storyteller John Berger. In 1973 John Berger abandoned the metropolis to live in the tiny Alpine village of Quincy. He realized that subsistence peasant farming, which had sustained humanity for millennia, was drawing to an historical close. He determined to spend the rest of his life bearing witness to this vanishing existence, not least by participating in it. Bergers trilogy Into their Labours chronicles the peasant life of this Alpine village and its surrounding countryside. Our portrait places Berger in the rhythm of the seasons in Quincy. The four essay films which comprise The Seasons in Quincy each take different aspects of Bergers life in the Haute-Savoie, and combine ideas and motifs from Bergers own work with the atmosphere of his mountain home. Each film was created as an individual work of art but they combine to make a feature film. The Seasons in Quincy shows how film can move beyond text, and beyond fine art, to offer a multifaceted and multilayered portrait.",63.5,-15.5
345,The Secret Life of Pets,PG,"Animation, Comedy","Yarrow Cheney, Chris Renaud","Cinco Paul, Ken Daurio, Brian Lynch","Kevin Hart, Lake Bell, Michael Beattie, Kiely Renaud, Louis CK, Ralf Richter, Eric Stonestreet, Jenny Slate, Ellie Kemper, Albert Brooks, Dana Carvey, Hannibal Buress, Bobby Moynihan, Chris Renaud, Steve Coogan, Sandra Echeverra, Jaime Camil",7/8/2016,91,Universal Pictures,73,232,62,82507,61,"Taking place in a Manhattan apartment building, Max's life as a favorite pet is turned upside down, when his owner brings home a sloppy mongrel named Duke. They have to put their quarrels behind, when they find out that an adorable white bunny named Snowball is building an army of abandoned pets determined to take revenge on all happy-owned pets and their owners.",67,-5
346,The Seventh Fire,NR,Documentary,Jack Pettibone Riccobono,"Jack Pettibone Riccobono, Shane Slattery-Quintanilla, Andrew Ford","Robert Duane Brown, Kevin Fineday Jr, Kevin Fineday Jr",7/22/2016,78,Sundial Pictures,92,26,53,372,66,"When Rob Brown, a Native American gang leader on a remote Minnesota reservation, is sentenced to
prison for a fifth time, he must confront his role in bringing violent drug culture into his beloved Ojibwe
community. As Rob reckons with his past, his seventeen-year-old protg, Kevin, dreams of the future
becoming the most powerful and feared Native gangster on the reservation. [Film Movement]",79,-26
347,The Shallows,PG-13,"Drama, Mystery & Suspense",Jaume Collet-Serra,Anthony Jaswinski,"Blake Lively, Oscar Jaenada, Sedona Legge, Brett Cullen, Angelo Josue, Lozano Corzo, Trujillo Salas, Jos Manuel, Pablo Calva, Janelle Bailey, Ava Dean, Chelsea Moody, Diego Espejel, Sully Seagull",6/24/2016,87,Ombra Films,78,219,59,32466,59,"Nancy (Blake Lively) is surfing alone on a secluded beach when she is attacked by a great white shark and stranded just a short distance from shore. Though she is only 200 yards from her survival, getting there proves the ultimate contest of wills.",68.5,-9.5
348,The Treasure,NR,Comedy,Corneliu Porumboiu,Corneliu Porumboiu,"Toma Cuzin, Adrian Purcarescu, Florin Kevorkian, Radu Banzaru, Dan Chiriac, Corneliu Cozmei, Iulia Ciochina, Marius Coanda, Laurentiu Lazar, Ciprian Mistreanu, Nicodim Toma, Clemence Valleteau, Ana Maria Stegaru",1/8/2016,89,,95,37,42,530,85,"Costi leads a peaceful life. At night he likes to read his 6-year-old son stories, to help him sleep. Their favourite is Robin Hood. Costi sees himself as the hero - righter of wrongs and defender of the oppressed. One evening, his neighbour pays him an unexpected visit and shares a secret: there's treasure buried in his grandparents' garden, he's sure of it. If Costi will hire a metal detector to help locate it, he'll give him half of whatever they get. Skeptical at first, in the end Costi can't resist. He's on board. The two accomplices have one weekend to locate the loot. Despite every obstacle in their path, Costi refuses to be discouraged. For his wife and son, he's a real hero - nothing and no one are going to stop him.",90,-48
349,The Trust,R,Drama,"Alex Brewer, Benjamin Brewer","Adam Hirsch, Benjamin Brewer","Nicolas Cage, Elijah Wood, Jerry Lewis, Kevin Weisman, Steven Williams, Sky Ferreira, Alexandria Lee, Ethan Suplee, Kenna James, Carl Carlito J Windom, Lisa Mack, Marc D Donovan, Keston John, Joe Palubinsky, Tommie Vegas, Jay Hieron, Eric Heister, Marc Donovan, Ronnie Thurmand Jr, Erica Vanlee, Tommy Vegas, Christie Beran, Jeff Manning, Ronnie Thurmand Jr, Jeff Howard, Reagan Pfifer, Ashley LeConte Campbell, Vanessa Christelle, Paul Vato, Xin Yi Gan, Zhang Jianming, Marcus Weiss, James D Smith Jr, Lisa Gardner",5/13/2016,93,Hassell Free Production,63,46,29,2563,58,"Waters (Elijah Wood) and Stone (Nicolas Cage) are two nobody police officers working dull administrative jobs and making extra money selling stolen Civil Service Exams to other officers. When Stone hears a story about a heroin dealer quickly beating his extremely high bail, the two friends set into motion a plan to find the origin of such a large amount of cash. Through diligent police work they follow a trail that leads directly to a custom bank-style vault built into the back room freezer of a small grocery store. They put a plan into motion to rob the vault and split whatever they find inside. But by the time they figure out what the vault contains, its already too late to turn back.",60.5,-31.5
350,The Unspoken,NR,"Horror, Mystery & Suspense",Sheldon Wilson,Sheldon Wilson,"Jodelle Ferland, Neal McDonough, Sunny Suljic, Matt Bellefleur, Rukiya Bernard, Jessie Fraser, Lochlyn Munro, Jonathan Whitesell, Pascale Hutton, Anthony Konechny, Jake Croker, Chanelle Peloso, Michael Rogers, Cole Vigue, Chilton Crane, Fulvio Cecere, Trevor Carroll",10/28/2016,91,"Lighthouse Pictures, Inc.",9,11,34,111,28,In 1997 the Anderson family vanished from their home without a trace. No bodies were ever found. For 17 years the house has remained undisturbed... until now.,18.5,15.5
351,The Whole Truth,PG-13,"Drama, Mystery & Suspense",Courtney Hunt,Rafael Jackson,"Keanu Reeves, Rene Zellweger, Gugu MbathaRaw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry, Lara Grice, Kevin Lucky Johnson, Lyndsay Kimball, Jason Kirkpatrick, Sean Bridgers, Jackie Tuttle, Mattie Liptak, Ryan Grego, Thomas Francis Murphy, Dana Gourrier, Samantha Beaulieu, Wes Cannon, Jeff Grays, Barry Smith, Larry McGhee, Chauntrell Shelby, Mac Alsfeld, Genevieve Grogan, Maritta Viola Sattelmaier, Nicole Barr",10/21/2016,93,PalmStar Media,30,30,33,955,46,"Defense attorney Richard Ramsay (Keanu Reeves) takes on a personal case when he swears to his widowed friend, Loretta Lassiter (Rene Zellweger), that he will keep her son Mike (Gabriel Basso) out of prison. Charged with murdering his father, Mike initially confesses to the crime. But as the trial proceeds, chilling evidence about the kind of man that Boone Lassiter (Jim Belushi) really was comes to light. While Ramsay uses the evidence to get his client acquitted, his new colleague Janelle (Gugu Mbatha-Raw) tries to dig deeper - and begins to realize that the whole truth is something she alone can uncover.",38,-5
352,The Wild Life,PG,"Action & Adventure, Animation, Comedy",Vincent Kesteloot,"Lee Christopher, Domonic Paris, Graham Welldon","Matthias Schweighfer, Kaya Yanar, Cindy aus Marzahn, Aylin Tezel, Dieter Hallervorden",9/9/2016,90,StudioCanal,17,58,28,2984,36,"On a tiny exotic island, Tuesday, an outgoing parrot lives with his quirky animal friends in paradise. However, Tuesday can't stop dreaming about discovering the world. After a violent storm, Tuesday and his friends wake up to find a strange creature on the beach: Robinson Crusoe. Tuesday immediately views Crusoe as his ticket off the island to explore new lands. Likewise, Crusoe soon realizes that the key to surviving on the island is through the help of Tuesday and the other animals. It isn't always easy at first, as the animals don't speak ""human."" Slowly but surely, they all start living together in harmony, until one day, when their comfortable life is overturned by two savage cats, who wish to take control of the island. A battle ensues between the cats and the group of friends but Crusoe and the animals soon discover the true power of friendship up against all odds (even savage cats).",26.5,1.5
353,The Witch,R,Horror,Robert Eggers,Robert Eggers,"Anya TaylorJoy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson, Julian Richings, Bathsheba Garnett, Sarah Stephens, Wahab Chaudhry, Brooklyn Herd, Derek Herd, Viv Moore, Madlen Sopadzhiyan, Ron G Young",4/1/2016,92,A24 Films,90,325,59,41974,84,"New England, 1630. Upon threat of banishment by the church, an English farmer leaves his colonial plantation, relocating his wife and five children to a remote plot of land on the edge of an ominous forest - within which lurks an unknown evil. Strange and unsettling things begin to happen almost immediately - animals turn malevolent, crops fail, and one child disappears as another becomes seemingly possessed by an evil spirit. With suspicion and paranoia mounting, family members accuse teenage daughter Thomasin of witchcraft, charges she adamantly denies. As circumstances grow more treacherous, each family member's faith, loyalty and love become tested in shocking and unforgettable ways. [A24]",87,-28
354,The Young Messiah,PG,Drama,Cyrus Nowrasteh,"Cyrus Nowrasteh, Betsy Giffen Nowrasteh","Adam GreavesNeal, Sara Lazzaro, Vincent Walsh, Jonathan Bailey, Finn Ireland, Sean Bean, Finn McLeod Ireland, Christian McKay, David Bradley, Agni Tsangaridou, Lee Boardman, Lois Ellington, Jane Lapotaire, David Burke, Rory Keenan, Isabelle Adriani, Dorotea Mercuri, Jarreth J Merz, Jarreth J Merz, Giselda Volodi, Lydia Muijen, Paul Ireland, Douglas Dean, Matt Patresi, Simone Spinazze, Simone Spinazze, Giampiero Rotoli, Giorgio Antonini, Marco Iannone, Dune Medros, Gabrielle Dentoni, Gabrielle Chiararo, Ioan Gunn, Andrea Scarduzio",3/11/2016,111,Focus Features,49,39,66,5950,33,The inspiring and unique story of seven-year-old Jesus Christ and His family as they come to a fuller understanding of His divine nature and purpose.,41,25
355,They're Watching,NR,"Comedy, Horror","Jay Lender, Micah Wright","Jay Lender, Micah Wright","Brigid Brannagh, Carrie Genzel, David Alpay, Kris Lemche, Dimitri Diatchenko, Mia Faith, Puiu Mircea Lascus, Cristian Balint, Cici Caraman, George Grigore, Adriana Bogdan, Adrian Anghel, Bogdan Guta, Andreea Mateiu, Andrei Morariu, Mircea Bujoreanu, Ion Talpos, Gheorghe Craft, Tatiana Dumitru, Ilie Fiti, Ion Munteanu, Niculae Cristea, Aura Petre, Alina Predescu, Flavius Chirca, Cornel Carstea, Manuela Cojocar, Eduard Bunea, Ilie Puscas",3/25/2016,95,Best Served Cold Productions,47,17,35,428,39,"An American TV crew gets trapped in a centuries-old web of revenge, horror, and blood, when their home improvement show is attacked by angry Eastern European villagers out to kill the show's star.",43,-8
356,Tikkun,NR,"Art House & International, Drama, Mystery & Suspense",Avishai Sivan,Avishai Sivan,"Aharon Traitel, Gur Sheinberg, Khalifa Natour, Omri Fuhrer, Riki Blich",6/10/2016,120,The Mouth Agape,95,20,46,206,71,"Haim-Aaron is an ultra-Orthodox religious scholar from Jerusalem whose talent and devotion are envied by all. One evening, following a self-imposed fast, he collapses and loses consciousness. The paramedics announce his death, but his father, refusing to let him go, takes over resuscitation efforts and, beyond all expectations, Haim-Aaron comes back to life. After the accident, the scholar remains apathetic to his studies. He suddenly feels a strange awakening in his body and suspects that God is testing him. When his father notices these changes in his son's behavior, he tries to forgive him, tormented by the fear that he has crossed God's will when he resuscitated him. [Kino Lorber]",83,-37
357,Toni Erdmann,R,"Art House & International, Drama",Maren Ade,Maren Ade,"Peter Simonischek, Sandra Hller, Michael Wittenborn, Thomas Loibl, Vlad Ivanov, Trystan Ptter, Lucy Russell",12/25/2016,162,Sony Pictures Classics,93,234,73,6247,93,"Winfried (Peter Simonischek) doesnt see much of his working daughter Ines (Sandra Hller). The suddenly student-less music teacher decides to surprise her with a visit after the death of his old dog. Its an awkward move because serious career woman Ines is working on an important project as a corporate strategist in Bucharest. The geographical change doesnt help the two to see more eye to eye. Practical joker Winfried loves to annoy his daughter with corny pranks. Whats worse are his little jabs at her routine lifestyle of long meetings, hotel bars and performance reports. Father and daughter reach an impasse, and Winfried agrees to return home to Germany. Enter flashy Toni Erdmann: Winfrieds smooth-talking alter ego. Disguised in a tacky suit, weird wig and even weirder fake teeth, Toni barges into Ines professional life, claiming to be her CEOs life coach. As Toni, Winfried is bolder and doesnt hold back, but Ines meets the challenge. The harder they push, the closer they become. In all the madness, Ines begins to understand that her eccentric father might deserve some place in her life after all. [Sony Pictures Classics]",93,-20
358,Touched With Fire,NR,Drama,Paul Dalio,Paul Dalio,"Katie Holmes, Luke Kirby, Bruce Altman, Griffin Dunne",2/12/2016,106,,67,51,89,3928,62,"Two poets (Katie Homes and Luke Kirby) with bipolar disorder meet in a treatment facility, and their chemistry is instant and intense, driving each other's mania to new heights. They pursue their passion which breaks outside the bounds of sanity, swinging them from fantastical highs to tormented lows until they ultimately must choose between sanity and love.",64.5,24.5
